x y dx dy
0.956 -0.357792496658838 0.017 0.018
0.972999999999999 -0.329867228626928 0.017 0.018
0.988999999999999 -0.29845130209103 0.017 0.018
1.006 -0.267035375555132 0.017 0.018
1.023 -0.23387411976724 0.017 0.018
1.04 -0.198967534727354 0.017 0.018
1.056 -0.162315620435473 0.017 0.018
1.073 -0.125663706143592 0.017 0.018
1.09 -0.089011791851711 0.017 0.018
1.107 -0.05235987755983 0.017 0.018
1.124 -0.015707963267949 0.017 0.018
1.141 0.022689280275926 0.017 0.018
1.157 0.061086523819802 0.017 0.018
1.174 0.097738438111682 0.017 0.018
1.191 0.134390352403563 0.017 0.018
1.207 0.171042266695444 0.017 0.018
1.224 0.205948851735331 0.017 0.018
1.241 0.239110107523223 0.017 0.018
1.258 0.272271363311115 0.017 0.018
1.275 0.305432619099008 0.017 0.018
1.291 0.335103216382911 0.017 0.018
1.308 0.364773813666815 0.017 0.018
1.325 0.392699081698724 0.017 0.018
1.342 0.417133691226645 0.017 0.018
1.358 0.441568300754565 0.017 0.018
1.375 0.464257581030492 0.017 0.018
1.392 0.483456202802429 0.017 0.018
1.409 0.500909495322373 0.017 0.018
1.425 0.516617458590322 0.017 0.018
1.442 0.528834763354282 0.017 0.018
1.459 0.539306738866248 0.017 0.018
1.476 0.548033385126219 0.017 0.018
1.492 0.553269372882203 0.017 0.018
1.509 0.556760031386191 0.017 0.018
1.526 0.556760031386191 0.017 0.018
1.543 0.556760031386191 0.017 0.018
1.56 0.553269372882203 0.017 0.018
1.576 0.546288055874225 0.017 0.018
1.593 0.537561409614253 0.017 0.018
1.61 0.527089434102288 0.017 0.018
1.627 0.513126800086333 0.017 0.018
1.644 0.497418836818384 0.017 0.018
1.66 0.479965544298441 0.017 0.018
1.677 0.459021593274509 0.017 0.018
1.694 0.436332312998582 0.017 0.018
1.71 0.413643032722656 0.017 0.018
1.727 0.387463093942741 0.017 0.018
1.744 0.359537825910832 0.017 0.018
1.761 0.329867228626928 0.017 0.018
1.777 0.29845130209103 0.017 0.018
1.794 0.267035375555132 0.017 0.018
1.811 0.23387411976724 0.017 0.018
1.828 0.198967534727354 0.017 0.018
1.845 0.164060949687467 0.017 0.018
1.861 0.127409035395586 0.017 0.018
1.878 0.090757121103705 0.017 0.018
1.895 0.054105206811824 0.017 0.018
1.912 0.015707963267949 0.017 0.018
1.928 -0.020943951023932 0.017 0.018
1.945 -0.057595865315813 0.017 0.018
1.962 -0.094247779607694 0.017 0.018
1.979 -0.130899693899575 0.017 0.018
1.996 -0.165806278939461 0.017 0.018
2.012 -0.198967534727354 0.017 0.018
2.029 -0.23387411976724 0.017 0.018
2.046 -0.265290046303138 0.017 0.018
2.063 -0.296705972839036 0.017 0.018
2.08 -0.32637657012294 0.017 0.018
2.096 -0.356047167406843 0.017 0.018
2.113 -0.382227106186758 0.017 0.018
2.13 -0.406661715714679 0.017 0.018
2.146 -0.427605666738611 0.017 0.018
2.163 -0.448549617762543 0.017 0.018
2.18 -0.466002910282486 0.017 0.018
2.197 -0.481710873550435 0.017 0.018
2.214 -0.49567350756639 0.017 0.018
2.23 -0.506145483078356 0.017 0.018
2.247 -0.514872129338327 0.017 0.018
2.264 -0.52010811709431 0.017 0.018
2.281 -0.521853446346305 0.017 0.018
2.297 -0.523598775598299 0.017 0.018
2.314 -0.52010811709431 0.017 0.018
2.331 -0.516617458590321 0.017 0.018
2.348 -0.50789081233035 0.017 0.018
2.364 -0.497418836818384 0.017 0.018
2.381 -0.485201532054424 0.017 0.018
2.398 -0.469493568786475 0.017 0.018
2.415 -0.452040276266531 0.017 0.018
2.431 -0.431096325242599 0.017 0.018
2.448 -0.410152374218667 0.017 0.018
2.465 -0.385717764690747 0.017 0.018
2.482 -0.359537825910832 0.017 0.018
2.499 -0.331612557878923 0.017 0.018
2.515 -0.301941960595019 0.017 0.018
2.532 -0.270526034059121 0.017 0.018
2.549 -0.239110107523223 0.017 0.018
2.565 -0.204203522483337 0.017 0.018
2.582 -0.171042266695444 0.017 0.018
2.599 -0.134390352403563 0.017 0.018
2.616 -0.099483767363677 0.017 0.018
2.633 -0.061086523819802 0.017 0.018
2.649 -0.024434609527921 0.017 0.018
2.666 0.01221730476396 0.017 0.018
2.683 0.048869219055841 0.017 0.018
2.7 0.085521133347722 0.017 0.018
2.716 0.122173047639603 0.017 0.018
2.733 0.15707963267949 0.017 0.018
2.75 0.19373154697137 0.017 0.018
2.767 0.226892802759263 0.017 0.018
2.784 0.260054058547155 0.017 0.018
2.801 0.291469985083053 0.017 0.018
2.817 0.322885911618951 0.017 0.018
2.834 0.35081117965086 0.017 0.018
2.851 0.37873644768277 0.017 0.018
2.867 0.404916386462685 0.017 0.018
2.884 0.429350995990605 0.017 0.018
2.901 0.450294947014537 0.017 0.018
2.918 0.471238898038469 0.017 0.018
2.934 0.488692190558412 0.017 0.018
2.951 0.504400153826361 0.017 0.018
2.968 0.518362787842316 0.017 0.018
2.985 0.528834763354282 0.017 0.018
3.002 0.537561409614253 0.017 0.018
3.018 0.544542726622231 0.017 0.018
3.035 0.548033385126219 0.017 0.018
3.052 0.549778714378214 0.017 0.018
3.069 0.549778714378214 0.017 0.018
3.085 0.548033385126219 0.017 0.018
3.102 0.542797397370237 0.017 0.018
3.119 0.535816080362259 0.017 0.018
3.136 0.525344104850293 0.017 0.018
3.152 0.513126800086333 0.017 0.018
3.169 0.499164166070378 0.017 0.018
3.186 0.481710873550435 0.017 0.018
3.203 0.462512251778497 0.017 0.018
3.22 0.441568300754565 0.017 0.018
3.236 0.418879020478639 0.017 0.018
3.253 0.394444410950718 0.017 0.018
3.27 0.368264472170803 0.017 0.018
3.287 0.3385938748869 0.017 0.018
3.303 0.308923277602996 0.017 0.018
3.32 0.277507351067098 0.017 0.018
3.337 0.2460914245312 0.017 0.018
3.354 0.211184839491314 0.017 0.018
3.371 0.178023583703422 0.017 0.018
3.387 0.141371669411541 0.017 0.018
3.404 0.106465084371654 0.017 0.018
3.421 0.069813170079773 0.017 0.018
3.437 0.033161255787892 0.017 0.018
3.454 -0.003490658503989 0.017 0.018
3.471 -0.04014257279587 0.017 0.018
3.488 -0.076794487087751 0.017 0.018
3.505 -0.111701072127637 0.017 0.018
3.521 -0.148352986419518 0.017 0.018
3.538 -0.18151424220741 0.017 0.018
3.555 -0.216420827247297 0.017 0.018
3.572 -0.247836753783195 0.017 0.018
3.588 -0.279252680319093 0.017 0.018
3.605 -0.308923277602996 0.017 0.018
3.622 -0.336848545634906 0.017 0.018
3.639 -0.36302848441482 0.017 0.018
3.655 -0.387463093942741 0.017 0.018
3.672 -0.410152374218667 0.017 0.018
3.689 -0.431096325242599 0.017 0.018
3.706 -0.448549617762543 0.017 0.018
3.723 -0.466002910282486 0.017 0.018
3.739 -0.479965544298441 0.017 0.018
3.756 -0.490437519810406 0.017 0.018
3.773 -0.499164166070378 0.017 0.018
3.79 -0.506145483078356 0.017 0.018
3.806 -0.511381470834338 0.017 0.018
3.823 -0.511381470834338 0.017 0.018
3.84 -0.509636141582344 0.017 0.018
3.857 -0.506145483078356 0.017 0.018
3.873 -0.499164166070378 0.017 0.018
3.89 -0.490437519810406 0.017 0.018
3.907 -0.478220215046446 0.017 0.018
3.924 -0.464257581030492 0.017 0.018
3.941 -0.448549617762543 0.017 0.018
3.957 -0.429350995990605 0.017 0.018
3.974 -0.408407044966673 0.017 0.018
3.991 -0.385717764690747 0.017 0.018
4.008 -0.359537825910832 0.017 0.018
4.024 -0.333357887130917 0.017 0.018
4.041 -0.305432619099008 0.017 0.018
4.058 -0.275762021815104 0.017 0.018
4.075 -0.244346095279206 0.017 0.018
4.091 -0.211184839491314 0.017 0.018
4.108 -0.178023583703422 0.017 0.018
4.125 -0.143116998663535 0.017 0.018
4.142 -0.108210413623648 0.017 0.018
4.159 -0.073303828583762 0.017 0.018
4.175 -0.036651914291881 0.017 0.018
4.192 0 0.017 0.018
4.209 0.034906585039887 0.017 0.018
4.226 0.071558499331767 0.017 0.018
4.242 0.108210413623648 0.017 0.018
4.259 0.143116998663535 0.017 0.018
4.276 0.176278254451427 0.017 0.018
4.293 0.211184839491314 0.017 0.018
4.309 0.244346095279206 0.017 0.018
4.326 0.275762021815104 0.017 0.018
4.343 0.305432619099008 0.017 0.018
4.36 0.335103216382911 0.017 0.018
4.376 0.36302848441482 0.017 0.018
4.393 0.389208423194735 0.017 0.018
4.41 0.413643032722656 0.017 0.018
4.427 0.436332312998582 0.017 0.018
4.444 0.45553093477052 0.017 0.018
4.46 0.472984227290463 0.017 0.018
4.477 0.490437519810407 0.017 0.018
4.494 0.504400153826361 0.017 0.018
4.511 0.514872129338327 0.017 0.018
4.527 0.525344104850293 0.017 0.018
4.544 0.53232542185827 0.017 0.018
4.561 0.537561409614253 0.017 0.018
4.578 0.539306738866248 0.017 0.018
4.594 0.541052068118242 0.017 0.018
4.611 0.539306738866248 0.017 0.018
4.628 0.534070751110265 0.017 0.018
4.645 0.527089434102288 0.017 0.018
4.662 0.518362787842316 0.017 0.018
4.678 0.50789081233035 0.017 0.018
4.695 0.493928178314395 0.017 0.018
4.712 0.479965544298441 0.017 0.018
4.729 0.460766922526503 0.017 0.018
4.745 0.441568300754565 0.017 0.018
4.762 0.418879020478639 0.017 0.018
4.779 0.396189740202713 0.017 0.018
4.796 0.370009801422798 0.017 0.018
4.813 0.342084533390888 0.017 0.018
4.829 0.314159265358979 0.017 0.018
4.846 0.282743338823081 0.017 0.018
4.863 0.251327412287183 0.017 0.018
4.88 0.219911485751285 0.017 0.018
4.896 0.185004900711399 0.017 0.018
4.913 0.151843644923507 0.017 0.018
4.93 0.115191730631626 0.017 0.018
4.947 0.080285145591739 0.017 0.018
4.963 0.043633231299858 0.017 0.018
4.98 0.006981317007977 0.017 0.018
4.997 -0.027925268031909 0.017 0.018
5.014 -0.06457718232379 0.017 0.018
5.03 -0.101229096615671 0.017 0.018
5.047 -0.136135681655558 0.017 0.018
5.064 -0.16929693744345 0.017 0.018
5.081 -0.202458193231342 0.017 0.018
5.098 -0.235619449019234 0.017 0.018
5.114 -0.267035375555132 0.017 0.018
5.131 -0.296705972839036 0.017 0.018
5.148 -0.324631240870945 0.017 0.018
5.164 -0.352556508902855 0.017 0.018
5.181 -0.376991118430775 0.017 0.018
5.198 -0.399680398706702 0.017 0.018
5.215 -0.420624349730633 0.017 0.018
5.232 -0.439822971502571 0.017 0.018
5.248 -0.457276264022514 0.017 0.018
5.265 -0.471238898038469 0.017 0.018
5.282 -0.483456202802429 0.017 0.018
5.299 -0.493928178314395 0.017 0.018
5.315 -0.500909495322373 0.017 0.018
5.332 -0.504400153826361 0.017 0.018
5.349 -0.506145483078356 0.017 0.018
5.366 -0.506145483078356 0.017 0.018
5.383 -0.504400153826361 0.017 0.018
5.399 -0.497418836818384 0.017 0.018
5.416 -0.490437519810406 0.017 0.018
5.433 -0.479965544298441 0.017 0.018
5.45 -0.466002910282486 0.017 0.018
5.466 -0.452040276266531 0.017 0.018
5.483 -0.432841654494594 0.017 0.018
5.5 -0.413643032722656 0.017 0.018
5.517 -0.392699081698724 0.017 0.018
5.533 -0.368264472170803 0.017 0.018
5.55 -0.342084533390888 0.017 0.018
5.567 -0.315904594610974 0.017 0.018
5.584 -0.28623399732707 0.017 0.018
5.601 -0.256563400043166 0.017 0.018
5.617 -0.225147473507269 0.017 0.018
5.634 -0.190240888467382 0.017 0.018
5.651 -0.15707963267949 0.017 0.018
5.668 -0.122173047639603 0.017 0.018
5.684 -0.087266462599717 0.017 0.018
5.701 -0.05235987755983 0.017 0.018
5.718 -0.017453292519943 0.017 0.018
5.735 0.019198621771938 0.017 0.018
5.752 0.055850536063819 0.017 0.018
5.768 0.090757121103705 0.017 0.018
5.785 0.125663706143592 0.017 0.018
5.802 0.160570291183478 0.017 0.018
5.819 0.195476876223365 0.017 0.018
5.835 0.226892802759263 0.017 0.018
5.852 0.258308729295161 0.017 0.018
5.869 0.289724655831059 0.017 0.018
5.886 0.319395253114962 0.017 0.018
5.902 0.347320521146872 0.017 0.018
5.919 0.373500459926787 0.017 0.018
5.936 0.397935069454707 0.017 0.018
5.953 0.420624349730633 0.017 0.018
5.97 0.441568300754565 0.017 0.018
5.986 0.460766922526503 0.017 0.018
6.003 0.478220215046446 0.017 0.018
6.02 0.492182849062401 0.017 0.018
6.037 0.504400153826361 0.017 0.018
6.054 0.514872129338327 0.017 0.018
6.07 0.523598775598299 0.017 0.018
6.087 0.530580092606276 0.017 0.018
6.104 0.53232542185827 0.017 0.018
6.12 0.534070751110265 0.017 0.018
6.137 0.534070751110265 0.017 0.018
6.154 0.530580092606276 0.017 0.018
6.171 0.523598775598299 0.017 0.018
6.187 0.514872129338327 0.017 0.018
6.204 0.504400153826361 0.017 0.018
6.221 0.492182849062401 0.017 0.018
6.238 0.476474885794452 0.017 0.018
6.254 0.459021593274509 0.017 0.018
6.271 0.439822971502571 0.017 0.018
6.288 0.418879020478639 0.017 0.018
6.305 0.396189740202713 0.017 0.018
6.322 0.371755130674792 0.017 0.018
6.338 0.340339204138894 0.017 0.018
6.355 0.314159265358979 0.017 0.018
6.372 0.282743338823081 0.017 0.018
6.389 0.253072741539178 0.017 0.018
6.405 0.219911485751285 0.017 0.018
6.422 0.186750229963393 0.017 0.018
6.439 0.153588974175501 0.017 0.018
6.456 0.120427718387609 0.017 0.018
6.473 0.085521133347722 0.017 0.018
6.489 0.048869219055841 0.017 0.018
6.506 0.013962634015955 0.017 0.018
6.523 -0.020943951023932 0.017 0.018
6.54 -0.057595865315813 0.017 0.018
6.556 -0.0925024503557 0.017 0.018
6.573 -0.125663706143592 0.017 0.018
6.59 -0.160570291183478 0.017 0.018
6.607 -0.19373154697137 0.017 0.018
6.623 -0.225147473507269 0.017 0.018
6.64 -0.256563400043166 0.017 0.018
6.657 -0.28623399732707 0.017 0.018
6.674 -0.312413936106985 0.017 0.018
6.69 -0.340339204138894 0.017 0.018
6.707 -0.364773813666815 0.017 0.018
6.724 -0.387463093942741 0.017 0.018
6.741 -0.406661715714679 0.017 0.018
6.758 -0.425860337486617 0.017 0.018
6.774 -0.441568300754565 0.017 0.018
6.791 -0.45553093477052 0.017 0.018
6.808 -0.46774823953448 0.017 0.018
6.825 -0.478220215046446 0.017 0.018
6.841 -0.485201532054424 0.017 0.018
6.858 -0.488692190558412 0.017 0.018
6.875 -0.490437519810406 0.017 0.018
6.892 -0.492182849062401 0.017 0.018
6.908 -0.488692190558412 0.017 0.018
6.925 -0.485201532054424 0.017 0.018
6.942 -0.478220215046446 0.017 0.018
6.959 -0.46774823953448 0.017 0.018
6.976 -0.45553093477052 0.017 0.018
6.992 -0.441568300754565 0.017 0.018
7.009 -0.425860337486617 0.017 0.018
7.026 -0.406661715714679 0.017 0.018
7.043 -0.387463093942741 0.017 0.018
7.059 -0.364773813666815 0.017 0.018
7.076 -0.340339204138894 0.017 0.018
7.093 -0.312413936106985 0.017 0.018
7.11 -0.284488668075076 0.017 0.018
7.126 -0.254818070791172 0.017 0.018
7.143 -0.223402144255274 0.017 0.018
7.16 -0.191986217719376 0.017 0.018
7.177 -0.158824961931484 0.017 0.018
7.194 -0.125663706143592 0.017 0.018
7.21 -0.0925024503557 0.017 0.018
7.227 -0.057595865315813 0.017 0.018
7.244 -0.020943951023932 0.017 0.018
7.261 0.013962634015955 0.017 0.018
7.277 0.048869219055841 0.017 0.018
7.294 0.083775804095728 0.017 0.018
7.311 0.11693705988362 0.017 0.018
7.328 0.151843644923507 0.017 0.018
7.345 0.185004900711399 0.017 0.018
7.361 0.216420827247297 0.017 0.018
7.378 0.247836753783195 0.017 0.018
7.395 0.279252680319093 0.017 0.018
7.412 0.308923277602996 0.017 0.018
7.428 0.336848545634906 0.017 0.018
7.445 0.361283155162826 0.017 0.018
7.462 0.385717764690747 0.017 0.018
7.479 0.410152374218667 0.017 0.018
7.496 0.429350995990605 0.017 0.018
7.513 0.448549617762543 0.017 0.018
7.529 0.466002910282486 0.017 0.018
7.546 0.479965544298441 0.017 0.018
7.562 0.492182849062401 0.017 0.018
7.579 0.502654824574367 0.017 0.018
7.596 0.511381470834338 0.017 0.018
7.613 0.516617458590322 0.017 0.018
7.629 0.521853446346305 0.017 0.018
7.646 0.521853446346305 0.017 0.018
7.663 0.521853446346305 0.017 0.018
7.68 0.52010811709431 0.017 0.018
7.697 0.513126800086333 0.017 0.018
7.713 0.506145483078356 0.017 0.018
7.73 0.497418836818384 0.017 0.018
7.747 0.485201532054424 0.017 0.018
7.764 0.471238898038469 0.017 0.018
7.781 0.453785605518526 0.017 0.018
7.797 0.434586983746588 0.017 0.018
7.814 0.413643032722656 0.017 0.018
7.831 0.39095375244673 0.017 0.018
7.847 0.366519142918809 0.017 0.018
7.864 0.340339204138894 0.017 0.018
7.881 0.312413936106985 0.017 0.018
7.898 0.284488668075076 0.017 0.018
7.914 0.254818070791172 0.017 0.018
7.931 0.223402144255274 0.017 0.018
7.948 0.190240888467382 0.017 0.018
7.965 0.15707963267949 0.017 0.018
7.982 0.123918376891597 0.017 0.018
7.998 0.089011791851711 0.017 0.018
8.015 0.054105206811824 0.017 0.018
8.032 0.019198621771938 0.017 0.018
8.049 -0.015707963267949 0.017 0.018
8.065 -0.050614548307836 0.017 0.018
8.082 -0.083775804095728 0.017 0.018
8.099 -0.118682389135614 0.017 0.018
8.116 -0.150098315671512 0.017 0.018
8.133 -0.183259571459405 0.017 0.018
8.149 -0.212930168743308 0.017 0.018
8.166 -0.244346095279206 0.017 0.018
8.183 -0.272271363311115 0.017 0.018
8.2 -0.300196631343025 0.017 0.018
8.216 -0.32637657012294 0.017 0.018
8.233 -0.35081117965086 0.017 0.018
8.25 -0.373500459926787 0.017 0.018
8.267 -0.394444410950718 0.017 0.018
8.284 -0.413643032722656 0.017 0.018
8.3 -0.429350995990605 0.017 0.018
8.317 -0.445058959258554 0.017 0.018
8.334 -0.457276264022514 0.017 0.018
8.351 -0.46774823953448 0.017 0.018
8.367 -0.474729556542458 0.017 0.018
8.384 -0.479965544298441 0.017 0.018
8.401 -0.483456202802429 0.017 0.018
8.418 -0.483456202802429 0.017 0.018
8.434 -0.481710873550435 0.017 0.018
8.451 -0.478220215046446 0.017 0.018
8.468 -0.471238898038469 0.017 0.018
8.485 -0.462512251778497 0.017 0.018
8.501 -0.452040276266531 0.017 0.018
8.518 -0.438077642250577 0.017 0.018
8.535 -0.422369678982628 0.017 0.018
8.552 -0.40317105721069 0.017 0.018
8.568 -0.383972435438752 0.017 0.018
8.585 -0.36302848441482 0.017 0.018
8.602 -0.3385938748869 0.017 0.018
8.619 -0.314159265358979 0.017 0.018
8.636 -0.287979326579064 0.017 0.018
8.652 -0.260054058547155 0.017 0.018
8.669 -0.230383461263251 0.017 0.018
8.686 -0.198967534727354 0.017 0.018
8.703 -0.167551608191456 0.017 0.018
8.719 -0.134390352403563 0.017 0.018
8.736 -0.101229096615671 0.017 0.018
8.753 -0.066322511575785 0.017 0.018
8.77 -0.031415926535898 0.017 0.018
8.786 0.001745329251994 0.017 0.018
8.803 0.036651914291881 0.017 0.018
8.82 0.071558499331767 0.017 0.018
8.837 0.106465084371654 0.017 0.018
8.854 0.139626340159546 0.017 0.018
8.87 0.172787595947439 0.017 0.018
8.887 0.205948851735331 0.017 0.018
8.904 0.235619449019234 0.017 0.018
8.921 0.267035375555132 0.017 0.018
8.938 0.296705972839036 0.017 0.018
8.954 0.324631240870945 0.017 0.018
8.971 0.35081117965086 0.017 0.018
8.988 0.375245789178781 0.017 0.018
9.005 0.397935069454707 0.017 0.018
9.021 0.418879020478639 0.017 0.018
9.038 0.438077642250577 0.017 0.018
9.055 0.45553093477052 0.017 0.018
9.072 0.469493568786475 0.017 0.018
9.088 0.481710873550435 0.017 0.018
9.105 0.492182849062401 0.017 0.018
9.122 0.500909495322373 0.017 0.018
9.139 0.50789081233035 0.017 0.018
9.155 0.511381470834338 0.017 0.018
9.172 0.513126800086333 0.017 0.018
9.189 0.513126800086333 0.017 0.018
9.206 0.511381470834338 0.017 0.018
9.222 0.506145483078356 0.017 0.018
9.239 0.499164166070378 0.017 0.018
9.256 0.490437519810407 0.017 0.018
9.273 0.478220215046446 0.017 0.018
9.29 0.464257581030492 0.017 0.018
9.306 0.448549617762543 0.017 0.018
9.323 0.429350995990605 0.017 0.018
9.34 0.410152374218667 0.017 0.018
9.357 0.389208423194735 0.017 0.018
9.373 0.364773813666815 0.017 0.018
9.39 0.3385938748869 0.017 0.018
9.407 0.312413936106985 0.017 0.018
9.424 0.284488668075076 0.017 0.018
9.44 0.254818070791172 0.017 0.018
9.457 0.223402144255274 0.017 0.018
9.474 0.191986217719376 0.017 0.018
9.491 0.158824961931484 0.017 0.018
9.507 0.125663706143592 0.017 0.018
9.524 0.0925024503557 0.017 0.018
9.541 0.057595865315813 0.017 0.018
9.558 0.024434609527921 0.017 0.018
9.575 -0.010471975511966 0.017 0.018
9.591 -0.045378560551853 0.017 0.018
9.608 -0.078539816339745 0.017 0.018
9.625 -0.113446401379631 0.017 0.018
9.642 -0.146607657167524 0.017 0.018
9.658 -0.178023583703422 0.017 0.018
9.675 -0.20943951023932 0.017 0.018
9.692 -0.239110107523223 0.017 0.018
9.709 -0.268780704807127 0.017 0.018
9.726 -0.296705972839036 0.017 0.018
9.742 -0.322885911618951 0.017 0.018
9.759 -0.347320521146872 0.017 0.018
9.776 -0.370009801422798 0.017 0.018
9.793 -0.389208423194735 0.017 0.018
9.809 -0.408407044966673 0.017 0.018
9.826 -0.425860337486617 0.017 0.018
9.843 -0.439822971502571 0.017 0.018
9.86 -0.452040276266531 0.017 0.018
9.876 -0.460766922526503 0.017 0.018
9.893 -0.469493568786475 0.017 0.018
9.91 -0.474729556542458 0.017 0.018
9.927 -0.478220215046446 0.017 0.018
9.944 -0.478220215046446 0.017 0.018
9.96 -0.478220215046446 0.017 0.018
9.977 -0.474729556542458 0.017 0.018
9.994 -0.469493568786475 0.017 0.018
10.011 -0.460766922526503 0.017 0.018
10.028 -0.450294947014537 0.017 0.018
10.044 -0.438077642250577 0.017 0.018
10.061 -0.424115008234622 0.017 0.018
10.078 -0.389208423194735 0.017 0.018
10.094 -0.370009801422798 0.017 0.018
10.111 -0.35081117965086 0.017 0.018
10.128 -0.328121899374934 0.017 0.018
10.145 -0.303687289847013 0.017 0.018
10.161 -0.279252680319093 0.017 0.018
10.178 -0.251327412287183 0.017 0.018
10.195 -0.223402144255274 0.017 0.018
10.212 -0.19373154697137 0.017 0.018
10.228 -0.162315620435473 0.017 0.018
10.245 -0.130899693899575 0.017 0.018
10.262 -0.099483767363677 0.017 0.018
10.279 -0.066322511575785 0.017 0.018
10.296 -0.034906585039887 0.017 0.018
10.312 -0.001745329251994 0.017 0.018
10.329 0.031415926535898 0.017 0.018
10.346 0.06457718232379 0.017 0.018
10.363 0.097738438111682 0.017 0.018
10.379 0.130899693899575 0.017 0.018
10.396 0.162315620435473 0.017 0.018
10.414 0.19373154697137 0.017 0.018
10.43 0.223402144255274 0.017 0.018
10.446 0.253072741539178 0.017 0.018
10.464 0.282743338823081 0.017 0.018
10.48 0.307177948351002 0.017 0.018
10.497 0.335103216382911 0.017 0.018
10.514 0.357792496658838 0.017 0.018
10.53 0.380481776934764 0.017 0.018
10.547 0.401425727958696 0.017 0.018
10.564 0.420624349730633 0.017 0.018
10.581 0.438077642250577 0.017 0.018
10.597 0.452040276266531 0.017 0.018
10.614 0.466002910282486 0.017 0.018
10.631 0.476474885794452 0.017 0.018
10.648 0.485201532054424 0.017 0.018
10.664 0.490437519810407 0.017 0.018
10.681 0.49567350756639 0.017 0.018
10.698 0.497418836818384 0.017 0.018
10.715 0.49567350756639 0.017 0.018
10.732 0.493928178314395 0.017 0.018
10.748 0.490437519810407 0.017 0.018
10.765 0.483456202802429 0.017 0.018
10.782 0.474729556542458 0.017 0.018
10.799 0.464257581030492 0.017 0.018
10.815 0.450294947014537 0.017 0.018
10.832 0.434586983746588 0.017 0.018
10.849 0.417133691226645 0.017 0.018
10.866 0.397935069454707 0.017 0.018
10.882 0.376991118430775 0.017 0.018
10.899 0.354301838154849 0.017 0.018
10.916 0.329867228626928 0.017 0.018
10.933 0.303687289847013 0.017 0.018
10.95 0.277507351067098 0.017 0.018
10.966 0.247836753783195 0.017 0.018
10.983 0.219911485751285 0.017 0.018
11 0.188495559215388 0.017 0.018
11.017 0.15707963267949 0.017 0.018
11.033 0.125663706143592 0.017 0.018
11.05 0.0925024503557 0.017 0.018
11.067 0.059341194567807 0.017 0.018
11.084 0.026179938779915 0.017 0.018
11.1 -0.006981317007977 0.017 0.018
11.117 -0.04014257279587 0.017 0.018
11.134 -0.073303828583762 0.017 0.018
11.151 -0.106465084371654 0.017 0.018
11.167 -0.137881010907552 0.017 0.018
11.184 -0.16929693744345 0.017 0.018
11.201 -0.200712863979348 0.017 0.018
11.218 -0.228638132011257 0.017 0.018
11.235 -0.256563400043166 0.017 0.018
11.251 -0.282743338823081 0.017 0.018
11.268 -0.307177948351002 0.017 0.018
11.285 -0.329867228626928 0.017 0.018
11.302 -0.352556508902855 0.017 0.018
